event_id,attack_cat_for_evaluation,true_label_for_evaluation,reconstruction_error,anomaly_threshold,predicted_anomaly,model_confidence,anomaly_magnitude,threat_score,severity
13893,Generic,1,0.05565556,0.031196122989058495,1,0.7840538,0.8920269,88.12296032905579,Critical
13901,Generic,1,0.055654515,0.031196122989058495,1,0.7840202,0.8920101,88.12111258506775,Critical
57623,Exploits,1,0.05564768,0.031196122989058495,1,0.7838011,0.89190054,88.10906052589417,Critical
6145,DoS,1,0.055637658,0.031196122989058495,1,0.7834799,0.89173996,88.09139966964722,Critical
19113,Generic,1,0.05562323,0.031196122989058495,1,0.7830174,0.8915087,88.06596040725708,Critical
61149,Exploits,1,0.055611297,0.031196122989058495,1,0.78263485,0.8913174,88.04491996765137,Critical
61146,Exploits,1,0.055611,0.031196122989058495,1,0.7826253,0.89131266,88.04439544677734,Critical
66154,Normal,0,0.05559849,0.031196122989058495,1,0.7822243,0.89111215,88.02234172821045,Critical
66155,Normal,0,0.055598482,0.031196122989058495,1,0.78222406,0.891112,88.0223298072815,Critical
46826,Exploits,1,0.05559165,0.031196122989058495,1,0.7820051,0.89100254,88.01028370857239,Critical
81822,Normal,0,0.05556186,0.031196122989058495,1,0.7810501,0.89052504,87.95775413513184,Critical
16644,Generic,1,0.055553813,0.031196122989058495,1,0.78079224,0.8903961,87.94357419013977,Critical
16651,Generic,1,0.055553045,0.031196122989058495,1,0.78076756,0.8903838,87.94222116470337,Critical
75428,Normal,0,0.055548225,0.031196122989058495,1,0.78061306,0.89030653,87.9337215423584,Critical
55618,Exploits,1,0.05553455,0.031196122989058495,1,0.78017473,0.89008737,87.90961146354675,Critical
16964,Generic,1,0.05553009,0.031196122989058495,1,0.7800318,0.8900159,87.90174961090088,Critical
16971,Generic,1,0.055529386,0.031196122989058495,1,0.78000915,0.8900046,87.90050983428955,Critical
20456,Generic,1,0.055525716,0.031196122989058495,1,0.7798916,0.8899458,87.89403676986694,Critical
17695,Generic,1,0.055525463,0.031196122989058495,1,0.7798835,0.88994175,87.8935956954956,Critical
45845,Exploits,1,0.055525154,0.031196122989058495,1,0.7798735,0.88993675,87.89304733276367,Critical
20467,Generic,1,0.055524934,0.031196122989058495,1,0.77986646,0.8899332,87.89265990257263,Critical
20470,Generic,1,0.055524748,0.031196122989058495,1,0.7798605,0.88993025,87.89233207702637,Critical
20473,Generic,1,0.055524528,0.031196122989058495,1,0.77985346,0.88992673,87.89193868637085,Critical
65159,Fuzzers,1,0.05549743,0.031196122989058495,1,0.7789849,0.88949245,87.84417152404785,Critical
16502,Generic,1,0.05549562,0.031196122989058495,1,0.77892685,0.8894634,87.84097671508789,Critical
16508,Generic,1,0.05549498,0.031196122989058495,1,0.7789062,0.8894531,87.83984422683716,Critical
59286,DoS,1,0.05548701,0.031196122989058495,1,0.7786509,0.88932544,87.82580137252808,Critical
19581,Generic,1,0.05548089,0.031196122989058495,1,0.77845466,0.88922733,87.81501293182373,Critical
19585,Generic,1,0.055480395,0.031196122989058495,1,0.7784388,0.8892194,87.81413674354553,Critical
17452,Generic,1,0.055467557,0.031196122989058495,1,0.7780273,0.88901365,87.79150485992432,Critical
17458,Generic,1,0.055466946,0.031196122989058495,1,0.7780076,0.8890038,87.7904200553894,Critical
17463,Generic,1,0.055466413,0.031196122989058495,1,0.7779906,0.8889953,87.78948426246643,Critical
8803,Exploits,1,0.055458166,0.031196122989058495,1,0.7777262,0.8888631,87.77494072914124,Critical
29752,Normal,0,0.055456817,0.031196122989058495,1,0.777683,0.8888415,87.77256846427917,Critical
19886,Generic,1,0.055442523,0.031196122989058495,1,0.7772248,0.8886124,87.74736762046814,Critical
19891,Generic,1,0.055441897,0.031196122989058495,1,0.77720475,0.8886024,87.7462649345398,Critical
19895,Generic,1,0.055441402,0.031196122989058495,1,0.7771889,0.88859445,87.74539470672607,Critical
21722,Generic,1,0.055441123,0.031196122989058495,1,0.77717984,0.8885899,87.74489402770996,Critical
21723,Generic,1,0.05544104,0.031196122989058495,1,0.7771772,0.8885886,87.7447509765625,Critical
19900,Generic,1,0.055440772,0.031196122989058495,1,0.77716863,0.8885843,87.7442741394043,Critical
50979,Fuzzers,1,0.05539983,0.031196122989058495,1,0.77585626,0.8879281,87.67209887504578,Critical
50986,Fuzzers,1,0.05539958,0.031196122989058495,1,0.77584827,0.88792413,87.67165184020996,Critical
23087,Generic,1,0.055392418,0.031196122989058495,1,0.7756187,0.88780934,87.65902757644653,Critical
18212,Generic,1,0.05538914,0.031196122989058495,1,0.7755135,0.88775676,87.65324592590332,Critical
18218,Generic,1,0.055388525,0.031196122989058495,1,0.77549386,0.88774693,87.65216708183289,Critical
18225,Generic,1,0.055387814,0.031196122989058495,1,0.7754711,0.88773555,87.65090942382812,Critical
18232,Generic,1,0.055387106,0.031196122989058495,1,0.7754483,0.88772416,87.64965772628784,Critical
18238,Generic,1,0.05538649,0.031196122989058495,1,0.77542865,0.8877143,87.64857292175293,Critical
18243,Generic,1,0.055385984,0.031196122989058495,1,0.77541244,0.8877062,87.64769077301025,Critical
18252,Generic,1,0.05538509,0.031196122989058495,1,0.7753837,0.88769186,87.64610528945923,Critical
18258,Generic,1,0.05538447,0.031196122989058495,1,0.7753638,0.8876819,87.64500856399536,Critical
13789,Generic,1,0.055372205,0.031196122989058495,1,0.77497077,0.8874854,87.6233959197998,Critical
13794,Generic,1,0.055371564,0.031196122989058495,1,0.77495015,0.8874751,87.62226343154907,Critical
42302,Normal,0,0.055371165,0.031196122989058495,1,0.7749374,0.8874687,87.62156009674072,Critical
13798,Generic,1,0.055371054,0.031196122989058495,1,0.7749338,0.8874669,87.62136340141296,Critical
13806,Generic,1,0.055370037,0.031196122989058495,1,0.7749013,0.88745064,87.61956930160522,Critical
13811,Generic,1,0.055369407,0.031196122989058495,1,0.774881,0.8874405,87.6184606552124,Critical
13816,Generic,1,0.055368777,0.031196122989058495,1,0.77486086,0.8874304,87.61735200881958,Critical
48634,Generic,1,0.055364642,0.031196122989058495,1,0.7747283,0.88736415,87.61005640029907,Critical
13857,Generic,1,0.055363566,0.031196122989058495,1,0.77469385,0.8873469,87.60816097259521,Critical
13860,Generic,1,0.0553632,0.031196122989058495,1,0.77468204,0.887341,87.60751724243164,Critical
13870,Generic,1,0.055361923,0.031196122989058495,1,0.77464116,0.8873206,87.60526418685913,Critical
13879,Generic,1,0.05536078,0.031196122989058495,1,0.77460444,0.8873022,87.60324954986572,Critical
18986,Generic,1,0.05534152,0.031196122989058495,1,0.77398705,0.8869935,87.56929278373718,Critical
12015,Generic,1,0.055336215,0.031196122989058495,1,0.77381706,0.88690853,87.55994081497192,Critical
20760,Generic,1,0.055334743,0.031196122989058495,1,0.77376986,0.8868849,87.55734205245972,Critical
20763,Generic,1,0.055334374,0.031196122989058495,1,0.77375805,0.886879,87.55669832229614,Critical
20767,Generic,1,0.05533389,0.031196122989058495,1,0.77374256,0.8868713,87.55584001541138,Critical
20771,Generic,1,0.0553334,0.031196122989058495,1,0.7737268,0.8868634,87.55498170852661,Critical
12198,Generic,1,0.055328287,0.031196122989058495,1,0.7735629,0.88678145,87.5459635257721,Critical
9802,Exploits,1,0.055326756,0.031196122989058495,1,0.7735138,0.8867569,87.54326343536377,Critical
19092,Generic,1,0.05532675,0.031196122989058495,1,0.77351356,0.8867568,87.54324555397034,Critical
45001,Generic,1,0.05531115,0.031196122989058495,1,0.7730136,0.8865068,87.51574993133545,Critical
52499,Fuzzers,1,0.055307467,0.031196122989058495,1,0.7728956,0.8864478,87.50925898551941,Critical
52496,DoS,1,0.055307243,0.031196122989058495,1,0.7728883,0.88644415,87.50885963439941,Critical
19034,Generic,1,0.05530723,0.031196122989058495,1,0.77288795,0.886444,87.50884175300598,Critical
52491,Exploits,1,0.055306878,0.031196122989058495,1,0.7728766,0.8864383,87.50821590423584,Critical
52488,Fuzzers,1,0.055306673,0.031196122989058495,1,0.77287006,0.88643503,87.50785827636719,Critical
19040,Generic,1,0.05530666,0.031196122989058495,1,0.7728696,0.8864348,87.5078284740448,Critical
52483,DoS,1,0.055306297,0.031196122989058495,1,0.772858,0.886429,87.5071907043457,Critical
52480,Exploits,1,0.055306077,0.031196122989058495,1,0.772851,0.8864255,87.50680923461914,Critical
19906,Generic,1,0.055282764,0.031196122989058495,1,0.77210367,0.88605183,87.46570587158203,Critical
19909,Generic,1,0.0552825,0.031196122989058495,1,0.7720952,0.8860476,87.46524095535278,Critical
75697,Normal,0,0.055281963,0.031196122989058495,1,0.77207804,0.886039,87.46429324150085,Critical
12909,Generic,1,0.05528076,0.031196122989058495,1,0.7720394,0.8860197,87.46217131614685,Critical
22163,Generic,1,0.0552772,0.031196122989058495,1,0.7719252,0.8859626,87.45588898658752,Critical
18745,Generic,1,0.055268355,0.031196122989058495,1,0.77164173,0.88582087,87.44029641151428,Critical
76152,Normal,0,0.055264592,0.031196122989058495,1,0.7715212,0.8857606,87.43367433547974,Critical
21438,Generic,1,0.055253338,0.031196122989058495,1,0.77116036,0.8855802,87.41382002830505,Critical
18918,Generic,1,0.055251792,0.031196122989058495,1,0.7711109,0.88555545,87.41109609603882,Critical
18925,Generic,1,0.05525114,0.031196122989058495,1,0.7710899,0.88554496,87.40995168685913,Critical
18930,Generic,1,0.055250652,0.031196122989058495,1,0.7710743,0.88553715,87.40908741950989,Critical
80641,Normal,0,0.055243894,0.031196122989058495,1,0.7708577,0.88542885,87.39717245101929,Critical
75063,Normal,0,0.055242963,0.031196122989058495,1,0.7708279,0.88541394,87.39553928375244,Critical
59583,Fuzzers,1,0.055232804,0.031196122989058495,1,0.7705022,0.8852511,87.37762212753296,Critical
59594,Fuzzers,1,0.055232756,0.031196122989058495,1,0.77050066,0.88525033,87.37753868103027,Critical
20733,Generic,1,0.05521394,0.031196122989058495,1,0.76989746,0.88494873,87.34436273574829,Critical
16540,Generic,1,0.05521296,0.031196122989058495,1,0.7698661,0.88493305,87.3426342010498,Critical
16546,Generic,1,0.055212207,0.031196122989058495,1,0.7698419,0.88492095,87.34130501747131,Critical
16551,Generic,1,0.055211596,0.031196122989058495,1,0.76982236,0.8849112,87.34023213386536,Critical
16557,Generic,1,0.05521088,0.031196122989058495,1,0.7697995,0.88489974,87.3389744758606,Critical
16564,Generic,1,0.055210024,0.031196122989058495,1,0.76977193,0.88488597,87.3374605178833,Critical
16571,Generic,1,0.055209164,0.031196122989058495,1,0.7697444,0.8848722,87.335946559906,Critical
79934,Normal,0,0.0551852,0.031196122989058495,1,0.7689762,0.8844881,87.29369282722473,Critical
79933,Normal,0,0.05518518,0.031196122989058495,1,0.7689756,0.8844878,87.29366302490234,Critical
53214,Exploits,1,0.05517045,0.031196122989058495,1,0.7685034,0.8842517,87.2676932811737,Critical
53187,Exploits,1,0.055168454,0.031196122989058495,1,0.7684394,0.8842197,87.26417064666748,Critical
21318,Generic,1,0.055167094,0.031196122989058495,1,0.7683958,0.8841979,87.26177453994751,Critical
57590,Generic,1,0.05516695,0.031196122989058495,1,0.76839113,0.88419557,87.2615122795105,Critical
21321,Generic,1,0.05516684,0.031196122989058495,1,0.7683877,0.88419384,87.26132154464722,Critical
1428,Exploits,1,0.05515797,0.031196122989058495,1,0.76810336,0.8840517,87.24568724632263,Critical
2397,Exploits,1,0.05515364,0.031196122989058495,1,0.7679646,0.8839823,87.23805785179138,Critical
73384,Normal,0,0.055151418,0.031196122989058495,1,0.7678933,0.88394666,87.23413586616516,Critical
21610,Generic,1,0.055144276,0.031196122989058495,1,0.76766443,0.8838322,87.2215473651886,Critical
21612,Generic,1,0.055144113,0.031196122989058495,1,0.7676592,0.8838296,87.2212553024292,Critical
1710,Exploits,1,0.05511682,0.031196122989058495,1,0.7667843,0.88339216,87.1731424331665,Critical
8597,Exploits,1,0.0550895,0.031196122989058495,1,0.7659085,0.88295424,87.12496995925903,Critical
77021,Normal,0,0.055080254,0.031196122989058495,1,0.7656121,0.88280606,87.10866808891296,Critical
51918,Exploits,1,0.055078205,0.031196122989058495,1,0.76554644,0.8827732,87.10506200790405,Critical
42313,Normal,0,0.05506809,0.031196122989058495,1,0.7652223,0.88261116,87.08722829818726,Critical
16380,Generic,1,0.05505751,0.031196122989058495,1,0.76488316,0.8824416,87.06857204437256,Critical
18329,Generic,1,0.0550499,0.031196122989058495,1,0.76463914,0.88231957,87.05515503883362,Critical
9238,Exploits,1,0.055030696,0.031196122989058495,1,0.76402354,0.8820118,87.0212996006012,Critical
16660,Generic,1,0.055025227,0.031196122989058495,1,0.7638483,0.88192415,87.01166152954102,Critical
16666,Generic,1,0.055024523,0.031196122989058495,1,0.76382565,0.8819128,87.01041579246521,Critical
16673,Generic,1,0.055023722,0.031196122989058495,1,0.7638,0.8819,87.00900316238403,Critical
75285,Normal,0,0.055023085,0.031196122989058495,1,0.76377964,0.8818898,87.00788259506226,Critical
75287,Normal,0,0.055023074,0.031196122989058495,1,0.7637793,0.88188964,87.00785875320435,Critical
22833,Generic,1,0.05501513,0.031196122989058495,1,0.76352465,0.8817623,86.99386358261108,Critical
18525,Generic,1,0.0550089,0.031196122989058495,1,0.76332486,0.8816624,86.9828724861145,Critical
18531,Generic,1,0.055007637,0.031196122989058495,1,0.76328444,0.8816422,86.98064923286438,Critical
16887,Generic,1,0.0549993,0.031196122989058495,1,0.7630172,0.8815086,86.96594476699829,Critical
16896,Generic,1,0.054998256,0.031196122989058495,1,0.7629837,0.88149184,86.96410894393921,Critical
16934,Generic,1,0.05499396,0.031196122989058495,1,0.762846,0.881423,86.95653319358826,Critical
16943,Generic,1,0.05499294,0.031196122989058495,1,0.7628133,0.88140666,86.95473313331604,Critical
18494,Generic,1,0.054982252,0.031196122989058495,1,0.7624707,0.88123536,86.93589210510254,Critical
18535,Generic,1,0.05497759,0.031196122989058495,1,0.76232123,0.8811606,86.92767262458801,Critical
74502,Normal,0,0.05497726,0.031196122989058495,1,0.7623106,0.8811553,86.92708253860474,Critical
74501,Normal,0,0.054977246,0.031196122989058495,1,0.76231015,0.8811551,86.92705869674683,Critical
42667,Normal,0,0.054971397,0.031196122989058495,1,0.76212275,0.8810614,86.91675901412964,Critical
42042,Normal,0,0.054969963,0.031196122989058495,1,0.76207674,0.88103837,86.9142198562622,Critical
16082,Generic,1,0.054964773,0.031196122989058495,1,0.76191044,0.8809552,86.90507650375366,Critical
75371,Normal,0,0.054931488,0.031196122989058495,1,0.7608434,0.8804217,86.84638977050781,Critical
75370,Normal,0,0.054931443,0.031196122989058495,1,0.76084197,0.880421,86.84630632400513,Critical
75429,Normal,0,0.05492707,0.031196122989058495,1,0.7607018,0.8803509,86.83860540390015,Critical
22994,Generic,1,0.054901622,0.031196122989058495,1,0.759886,0.879943,86.79373502731323,Critical
22995,Generic,1,0.05490154,0.031196122989058495,1,0.7598834,0.8799417,86.79359197616577,Critical
19478,Generic,1,0.05487251,0.031196122989058495,1,0.75895286,0.8794764,86.74240946769714,Critical
19481,Generic,1,0.05487219,0.031196122989058495,1,0.7589426,0.8794713,86.74184322357178,Critical
12842,Generic,1,0.05486739,0.031196122989058495,1,0.7587887,0.87939435,86.73337936401367,Critical
47837,Exploits,1,0.0548657,0.031196122989058495,1,0.7587346,0.8793673,86.7303991317749,Critical
19628,Generic,1,0.05485618,0.031196122989058495,1,0.7584294,0.8792147,86.71361446380615,Critical
77259,Normal,0,0.054853387,0.031196122989058495,1,0.7583399,0.87916994,86.70869708061218,Critical
77258,Normal,0,0.05485333,0.031196122989058495,1,0.7583381,0.87916905,86.70859575271606,Critical
37300,Normal,0,0.054849952,0.031196122989058495,1,0.75822973,0.87911487,86.70263528823853,Critical
18375,Generic,1,0.0548348,0.031196122989058495,1,0.7577441,0.87887204,86.67592644691467,Critical
18380,Generic,1,0.054834258,0.031196122989058495,1,0.75772667,0.87886333,86.67496681213379,Critical
18385,Generic,1,0.05483372,0.031196122989058495,1,0.7577095,0.87885475,86.67402505874634,Critical
81161,Normal,0,0.054833345,0.031196122989058495,1,0.75769746,0.87884873,86.67335748672485,Critical
81160,Normal,0,0.054833304,0.031196122989058495,1,0.75769615,0.8788481,86.6732919216156,Critical
18391,Generic,1,0.054833073,0.031196122989058495,1,0.75768876,0.8788444,86.67288661003113,Critical
17245,Generic,1,0.054827508,0.031196122989058495,1,0.7575103,0.87875515,86.66306972503662,Critical
17250,Generic,1,0.054826662,0.031196122989058495,1,0.75748324,0.8787416,86.66157960891724,Critical
14343,Generic,1,0.05482184,0.031196122989058495,1,0.7573286,0.8786643,86.65307998657227,Critical
14347,Generic,1,0.054821327,0.031196122989058495,1,0.7573122,0.8786561,86.65217399597168,Critical
14351,Generic,1,0.05482084,0.031196122989058495,1,0.75729656,0.8786483,86.65131568908691,Critical
14359,Generic,1,0.05481986,0.031196122989058495,1,0.7572651,0.87863255,86.64958119392395,Critical
14365,Generic,1,0.054819126,0.031196122989058495,1,0.7572416,0.8786208,86.64828777313232,Critical
10449,Exploits,1,0.054818664,0.031196122989058495,1,0.7572268,0.8786134,86.64747714996338,Critical
17020,Generic,1,0.054806598,0.031196122989058495,1,0.75684,0.87842,86.62620425224304,Critical
45539,DoS,1,0.054794315,0.031196122989058495,1,0.75644636,0.8782232,86.60454988479614,Critical
22234,Generic,1,0.054792635,0.031196122989058495,1,0.7563925,0.87819624,86.6015875339508,Critical
22235,Generic,1,0.054792546,0.031196122989058495,1,0.7563896,0.8781948,86.60143256187439,Critical
77089,Normal,0,0.054786563,0.031196122989058495,1,0.7561978,0.8780989,86.59087657928467,Critical
46445,Generic,1,0.054783206,0.031196122989058495,1,0.75609016,0.8780451,86.58496379852295,Critical
8453,Exploits,1,0.054774985,0.031196122989058495,1,0.7558267,0.87791336,86.57047390937805,Critical
19719,Generic,1,0.054762643,0.031196122989058495,1,0.75543106,0.8777155,86.54871225357056,Critical
61338,Exploits,1,0.05475663,0.031196122989058495,1,0.7552383,0.87761915,86.53810858726501,Critical
12028,Generic,1,0.054743316,0.031196122989058495,1,0.7548115,0.87740576,86.51463627815247,Critical
12032,Generic,1,0.054742787,0.031196122989058495,1,0.7547946,0.8773973,86.51370644569397,Critical
12037,Generic,1,0.05474214,0.031196122989058495,1,0.75477374,0.87738687,86.5125560760498,Critical
22883,Generic,1,0.054735165,0.031196122989058495,1,0.7545502,0.8772751,86.50026559829712,Critical
22889,Generic,1,0.054734636,0.031196122989058495,1,0.7545333,0.87726665,86.49933576583862,Critical
22890,Generic,1,0.05473454,0.031196122989058495,1,0.7545302,0.8772651,86.49916291236877,Critical
22891,Generic,1,0.05473446,0.031196122989058495,1,0.7545277,0.87726384,86.49902582168579,Critical
22892,Generic,1,0.054734383,0.031196122989058495,1,0.7545252,0.8772626,86.49888873100281,Critical
74208,Normal,0,0.054728232,0.031196122989058495,1,0.754328,0.877164,86.48804068565369,Critical
74207,Normal,0,0.054728165,0.031196122989058495,1,0.75432587,0.87716293,86.48792743682861,Critical
55845,Exploits,1,0.054713264,0.031196122989058495,1,0.7538482,0.8769241,86.46165370941162,Critical
19899,Generic,1,0.054707337,0.031196122989058495,1,0.7536582,0.8768291,86.45119905471802,Critical
60957,Exploits,1,0.054706983,0.031196122989058495,1,0.75364685,0.8768234,86.45057916641235,Critical
47074,Fuzzers,1,0.054695595,0.031196122989058495,1,0.75328183,0.8766409,86.430504322052,Critical
47079,Fuzzers,1,0.05469514,0.031196122989058495,1,0.7532673,0.87663364,86.42970561981201,Critical
47081,Fuzzers,1,0.054694973,0.031196122989058495,1,0.7532619,0.87663096,86.42940759658813,Critical
47085,Fuzzers,1,0.054694615,0.031196122989058495,1,0.75325036,0.8766252,86.42876982688904,Critical
21164,Generic,1,0.054694567,0.031196122989058495,1,0.7532488,0.8766244,86.42869234085083,Critical
21166,Generic,1,0.054694373,0.031196122989058495,1,0.7532426,0.8766213,86.42834663391113,Critical
21168,Generic,1,0.054694172,0.031196122989058495,1,0.7532362,0.8766181,86.42798900604248,Critical
19972,Generic,1,0.054668806,0.031196122989058495,1,0.75242305,0.8762115,86.3832676410675,Critical
19976,Generic,1,0.05466841,0.031196122989058495,1,0.7524104,0.8762052,86.38257622718811,Critical
19979,Generic,1,0.054668102,0.031196122989058495,1,0.7524005,0.87620026,86.38203382492065,Critical
19982,Generic,1,0.05466781,0.031196122989058495,1,0.7523912,0.8761956,86.38152122497559,Critical
42303,Normal,0,0.054665312,0.031196122989058495,1,0.7523111,0.87615556,86.3771104812622,Critical
12708,Generic,1,0.054655902,0.031196122989058495,1,0.7520094,0.8760047,86.36051654815674,Critical
12715,Generic,1,0.054655023,0.031196122989058495,1,0.75198126,0.8759906,86.35897278785706,Critical
12718,Generic,1,0.054654635,0.031196122989058495,1,0.75196886,0.87598443,86.35828733444214,Critical
20570,Generic,1,0.054649916,0.031196122989058495,1,0.7518176,0.8759088,86.3499665260315,Critical
10435,Exploits,1,0.05464479,0.031196122989058495,1,0.7516532,0.8758266,86.34093046188354,Critical
20256,Generic,1,0.05464044,0.031196122989058495,1,0.7515137,0.87575686,86.33325934410095,Critical
20260,Generic,1,0.054640036,0.031196122989058495,1,0.75150084,0.8757504,86.33255004882812,Critical
20266,Generic,1,0.05463944,0.031196122989058495,1,0.7514818,0.8757409,86.33150100708008,Critical
20726,Generic,1,0.054636832,0.031196122989058495,1,0.7513982,0.8756991,86.32689952850342,Critical
20730,Generic,1,0.054636516,0.031196122989058495,1,0.75138795,0.875694,86.32633924484253,Critical
18962,Generic,1,0.054634426,0.031196122989058495,1,0.75132096,0.8756605,86.32265567779541,Critical
19416,Generic,1,0.05463429,0.031196122989058495,1,0.75131667,0.87565833,86.32241725921631,Critical
18526,Generic,1,0.05461793,0.031196122989058495,1,0.75079226,0.87539613,86.2935745716095,Critical
81184,Normal,0,0.054617047,0.031196122989058495,1,0.7507639,0.87538195,86.29201889038086,Critical
9492,Exploits,1,0.054616787,0.031196122989058495,1,0.75075555,0.8753778,86.29155993461609,Critical
34371,Normal,0,0.05460837,0.031196122989058495,1,0.7504858,0.8752429,86.2767243385315,Critical
60844,Exploits,1,0.05460425,0.031196122989058495,1,0.7503537,0.87517685,86.2694525718689,Critical
14131,Generic,1,0.054592144,0.031196122989058495,1,0.74996567,0.87498283,86.2481141090393,Critical
18691,Generic,1,0.0545914,0.031196122989058495,1,0.7499418,0.8749709,86.24680280685425,Critical
14138,Generic,1,0.054591246,0.031196122989058495,1,0.7499368,0.8749684,86.24652862548828,Critical
21290,Generic,1,0.054590344,0.031196122989058495,1,0.749908,0.874954,86.24494314193726,Critical
14146,Generic,1,0.054590225,0.031196122989058495,1,0.74990416,0.8749521,86.24472856521606,Critical
21294,Generic,1,0.054590017,0.031196122989058495,1,0.7498975,0.87494874,86.24436497688293,Critical
21298,Generic,1,0.054589696,0.031196122989058495,1,0.7498872,0.8749436,86.24379873275757,Critical
14151,Generic,1,0.05458959,0.031196122989058495,1,0.7498838,0.8749419,86.24360799789429,Critical
21302,Generic,1,0.05458937,0.031196122989058495,1,0.74987674,0.87493837,86.24322056770325,Critical
21306,Generic,1,0.054589048,0.031196122989058495,1,0.74986637,0.8749332,86.24265432357788,Critical
14157,Generic,1,0.054588813,0.031196122989058495,1,0.74985886,0.8749294,86.24223709106445,Critical
21310,Generic,1,0.05458872,0.031196122989058495,1,0.7498559,0.87492794,86.24207019805908,Critical
20837,Generic,1,0.054583456,0.031196122989058495,1,0.7496872,0.8748436,86.23279571533203,Critical
20842,Generic,1,0.05458297,0.031196122989058495,1,0.7496716,0.8748358,86.23193740844727,Critical
20847,Generic,1,0.054582484,0.031196122989058495,1,0.74965596,0.874828,86.2310791015625,Critical
13314,Generic,1,0.05458245,0.031196122989058495,1,0.7496549,0.87482744,86.23101949691772,Critical
20851,Generic,1,0.0545821,0.031196122989058495,1,0.7496437,0.87482184,86.23039960861206,Critical
20860,Generic,1,0.05458122,0.031196122989058495,1,0.74961555,0.8748078,86.22886180877686,Critical
20865,Generic,1,0.05458074,0.031196122989058495,1,0.7496002,0.8748001,86.22800946235657,Critical
20869,Generic,1,0.054580364,0.031196122989058495,1,0.749588,0.874794,86.22734189033508,Critical
20872,Generic,1,0.054580078,0.031196122989058495,1,0.74957883,0.8747894,86.22683525085449,Critical
20874,Generic,1,0.054579876,0.031196122989058495,1,0.7495724,0.8747862,86.2264895439148,Critical
21599,Generic,1,0.054565426,0.031196122989058495,1,0.74910915,0.8745546,86.20100259780884,Critical
21604,Generic,1,0.054565024,0.031196122989058495,1,0.7490963,0.87454814,86.20029926300049,Critical
70105,Normal,0,0.054557443,0.031196122989058495,1,0.7488533,0.87442666,86.18693590164185,Critical
43078,Normal,0,0.05455149,0.031196122989058495,1,0.7486625,0.87433124,86.1764395236969,Critical
19863,Generic,1,0.05454078,0.031196122989058495,1,0.74831915,0.8741596,86.15755677223206,Critical
19867,Generic,1,0.054539934,0.031196122989058495,1,0.7482921,0.87414604,86.15607261657715,Critical
19871,Generic,1,0.05453908,0.031196122989058495,1,0.7482647,0.87413234,86.15455865859985,Critical
14574,Generic,1,0.0545358,0.031196122989058495,1,0.7481595,0.87407976,86.14877700805664,Critical
14579,Generic,1,0.05453516,0.031196122989058495,1,0.748139,0.8740695,86.14764451980591,Critical
14586,Generic,1,0.054534275,0.031196122989058495,1,0.74811065,0.8740553,86.1460828781128,Critical
14591,Generic,1,0.054533646,0.031196122989058495,1,0.7480905,0.87404525,86.14498019218445,Critical
13182,Generic,1,0.054529257,0.031196122989058495,1,0.74794984,0.8739749,86.1372435092926,Critical
14630,Generic,1,0.054528724,0.031196122989058495,1,0.7479327,0.87396634,86.13630175590515,Critical
953,Exploits,1,0.05452552,0.031196122989058495,1,0.74783003,0.873915,86.13065719604492,Critical
1767,DoS,1,0.05451945,0.031196122989058495,1,0.74763536,0.8738177,86.11994624137878,Critical
21664,Generic,1,0.05450532,0.031196122989058495,1,0.7471825,0.87359124,86.09503746032715,Critical
13483,Generic,1,0.05449562,0.031196122989058495,1,0.7468716,0.8734358,86.07794284820557,Critical
21775,Generic,1,0.0544954,0.031196122989058495,1,0.74686456,0.8734323,86.07755541801453,Critical
13486,Generic,1,0.054495297,0.031196122989058495,1,0.7468612,0.8734306,86.07737064361572,Critical
13491,Generic,1,0.05449474,0.031196122989058495,1,0.74684334,0.87342167,86.07638716697693,Critical
13496,Generic,1,0.054494187,0.031196122989058495,1,0.7468256,0.8734128,86.07540369033813,Critical
13844,Generic,1,0.05449214,0.031196122989058495,1,0.74676,0.87338,86.0718035697937,Critical
75291,Normal,0,0.054486293,0.031196122989058495,1,0.7465726,0.8732863,86.06149196624756,Critical
80640,Normal,0,0.054486208,0.031196122989058495,1,0.7465699,0.87328494,86.06134295463562,Critical
13907,Generic,1,0.054484352,0.031196122989058495,1,0.7465104,0.8732552,86.05807065963745,Critical
13910,Generic,1,0.05448399,0.031196122989058495,1,0.7464988,0.8732494,86.05743885040283,Critical
63750,Exploits,1,0.054469142,0.031196122989058495,1,0.7460228,0.8730114,86.03126049041748,Critical
63747,Exploits,1,0.054468747,0.031196122989058495,1,0.7460102,0.8730051,86.03055715560913,Critical
10586,Exploits,1,0.054462556,0.031196122989058495,1,0.7458117,0.87290585,86.01964354515076,Critical
7566,Exploits,1,0.054446857,0.031196122989058495,1,0.7453085,0.87265426,85.99196910858154,Critical
14042,Generic,1,0.05443429,0.031196122989058495,1,0.7449056,0.8724528,85.96980810165405,Critical
14148,Generic,1,0.054422133,0.031196122989058495,1,0.7445159,0.87225795,85.94837427139282,Critical
8960,Exploits,1,0.054417986,0.031196122989058495,1,0.744383,0.8721915,85.94106674194336,Critical
48592,Fuzzers,1,0.054408073,0.031196122989058495,1,0.7440653,0.87203264,85.92359066009521,Critical
75292,Normal,0,0.054381732,0.031196122989058495,1,0.7432208,0.8716104,85.87714672088623,Critical
